1-byte 	1-byte character ma ky tu 1 bai
accretionary	accretionary xem accretion
accretions	accretion   danh tu su lon dan len, su phat trien dan len,  su boi dan vao phan boi them, phan phat trien dan len (phap ly) su tang them (cua cai, tai san...)
accretive	accretive   tinh tu lon dan len, phat trien dan len duoc boi dan vao
accrual	accrual   danh tu su don lai, su tich lai so luong don lai, so luong tich lai
accruals	accrual   danh tu su don lai, su tich lai so luong don lai, so luong tich lai
accrue	accrue   noi dong tu (  to) do don ve (ai...) great profit accrued to them  nhung mon loi lon cu don ve ho (  from) sinh ra (tu...), do... ma ra such difficulties always accrue from carelessness  nhung kho khan nhu vay thuong do su cau tha ma ra don lai, tich luy lai (tien lai...) interest accrues from the first of January  tien lai don lai tu ngay mong mot thang gieng accrued interest  tien lai de don lai
accrued	accrue   noi dong tu (  to) do don ve (ai...) great profit accrued to them  nhung mon loi lon cu don ve ho (  from) sinh ra (tu...), do... ma ra such difficulties always accrue from carelessness  nhung kho khan nhu vay thuong do su cau tha ma ra don lai, tich luy lai (tien lai...) interest accrues from the first of January  tien lai don lai tu ngay mong mot thang gieng accrued interest  tien lai de don lai
Accrued expenses	Accrued expenses (Econ) Chi phi phat sinh (tinh truoc).  Thuong muc trong tai khoan cua mot cong ty duoc ghi nhu mot khoan no cua cac dich vu da su dung nhung chua duoc thanh toan.
accruement	accruement   danh tu su don lai, su tich lai so luong don lai, so luong tich lai
accrues	accrue   noi dong tu (  to) do don ve (ai...) great profit accrued to them  nhung mon loi lon cu don ve ho (  from) sinh ra (tu...), do... ma ra such difficulties always accrue from carelessness  nhung kho khan nhu vay thuong do su cau tha ma ra don lai, tich luy lai (tien lai...) interest accrues from the first of January  tien lai don lai tu ngay mong mot thang gieng accrued interest  tien lai de don lai
accruing	accrue   noi dong tu (  to) do don ve (ai...) great profit accrued to them  nhung mon loi lon cu don ve ho (  from) sinh ra (tu...), do... ma ra such difficulties always accrue from carelessness  nhung kho khan nhu vay thuong do su cau tha ma ra don lai, tich luy lai (tien lai...) interest accrues from the first of January  tien lai don lai tu ngay mong mot thang gieng accrued interest  tien lai de don lai
acculturate	acculturate ngoai dong tu tiep bien ve van hoa
acculturation	acculturation danh tu su tiep nhan va bien doi van hoa, su tiep bien ve van hoa
accumbent	accumbent tinh tu (sinh hoc) ap ngoai; cap vao
accumulable	accumulable xem accumulate
accumulate	accumulate   dong tu chat dong, chong chat, tich luy, gom gop lai to accumulate capital  tich luy von to accumulate good experience  tich luy nhung kinh nghiem hay garbage accumulated  rac ruoi chat dong len lam giau, tich cua thi cung mot luc nhieu bang (o truong dai hoc) accumulate (Tech) tich luy [TQ], luy tich [TQ], luy toan [NB], cong don(d) accumulate tich luy, tu
accumulated	accumulate   dong tu chat dong, chong chat, tich luy, gom gop lai to accumulate capital  tich luy von to accumulate good experience  tich luy nhung kinh nghiem hay garbage accumulated  rac ruoi chat dong len lam giau, tich cua thi cung mot luc nhieu bang (o truong dai hoc) accumulate (Tech) tich luy [TQ], luy tich [TQ], luy toan [NB], cong don(d) accumulate tich luy, tu
Accumulated depreciation	Accumulated depreciation (Econ) Khau hao tich luy.
accumulated deviation	accumulated deviation (Tech) do sai biet tich luy
accumulated error	accumulated error (Tech) sai so tich luy
accumulates	accumulate   dong tu chat dong, chong chat, tich luy, gom gop lai to accumulate capital  tich luy von to accumulate good experience  tich luy nhung kinh nghiem hay garbage accumulated  rac ruoi chat dong len lam giau, tich cua thi cung mot luc nhieu bang (o truong dai hoc) accumulate (Tech) tich luy [TQ], luy tich [TQ], luy toan [NB], cong don(d) accumulate tich luy, tu
accumulating	accumulate   dong tu chat dong, chong chat, tich luy, gom gop lai to accumulate capital  tich luy von to accumulate good experience  tich luy nhung kinh nghiem hay garbage accumulated  rac ruoi chat dong len lam giau, tich cua thi cung mot luc nhieu bang (o truong dai hoc) accumulate (Tech) tich luy [TQ], luy tich [TQ], luy toan [NB], cong don(d) accumulate tich luy, tu
accumulation	accumulation   danh tu su chat dong, su chong chat, su tich luy, su tich lai, su tich tu, su gop nhat su lam giau, su tich cua su tich them von (do lai ngay mot de ra) dong (giay ma, sach vo...) su thi cung mot luc nhieu bang (o truong dai hoc) accumulation su tich luy; su tu, diem tu
accumulation electrode	accumulation electrode (Tech) dien cuc tich luy
accumulation layer	accumulation layer (Tech) lop luy tich
accumulations	accumulation   danh tu su chat dong, su chong chat, su tich luy, su tich lai, su tich tu, su gop nhat su lam giau, su tich cua su tich them von (do lai ngay mot de ra) dong (giay ma, sach vo...) su thi cung mot luc nhieu bang (o truong dai hoc) accumulation su tich luy; su tu, diem tu
accumulative	accumulative   tinh tu chat dong, chong chat; tich luy duoc, gop nhat duoc accumulative evidence  nhung chung co chong chat thich tich luy cua cai, ham lam giau (nguoi)
accumulative carry	accumulative carry (Tech) so nho tich luy
accumulatively	accumulatively xem accumulative
accumulativeness	accumulativeness xem accumulative
accumulator	accumulator   danh tu nguoi tich luy nguoi thich lam giau, nguoi tru cua (vat ly) acquy nguoi thi cung mot luc nhieu bang (o truong dai hoc) accumulator (Tech) binh dien, acquy, pin chua; bo tich luy; thanh tong; bo cong, may luy toan accumulator (may tinh) bo tich luy, bo dem; bo cong tich luy adder a. bo cong tich luy double precision a. bo cong kep floating a. bo cong voi day phay di dong imaginary a. phan ao cua bo cong tich luy real a. phan thuc cua bo cong tich luy round - off a. bo tich luy do sai quy tron singleprecision a. bo cong don sum a. bo tich luy tong
accumulator battery	accumulator battery (Tech) binh dien (tru)
accumulator cell	accumulator cell (Tech) binh tru dien; bo tich
accumulator register	accumulator register (Tech) bo ghi tong cong/luy gia [DL], ngan tich luy, thanh tich luy
accumulators	accumulator   danh tu nguoi tich luy nguoi thich lam giau, nguoi tru cua (vat ly) acquy nguoi thi cung mot luc nhieu bang (o truong dai hoc) accumulator (Tech) binh dien, acquy, pin chua; bo tich luy; thanh tong; bo cong, may luy toan accumulator (may tinh) bo tich luy, bo dem; bo cong tich luy adder a. bo cong tich luy double precision a. bo cong kep floating a. bo cong voi day phay di dong imaginary a. phan ao cua bo cong tich luy real a. phan thuc cua bo cong tich luy round - off a. bo tich luy do sai quy tron singleprecision a. bo cong don sum a. bo tich luy tong
accuracies	accuracy   danh tu su dung dan, su chinh xac; do chinh xac accuracy of fire  su ban chinh xac high accuracy  do chinh xac cao accuracy of measurement  do chinh xac cua phep do accuracy (Tech) chinh xac (d); do chinh xac accuracy [su; do] chinh xac a. of a solution do chinh xac cua nghiem adequate a. do chinh xac [can thiet, doi hoi, thich hop] attainable a. do chinh xac trong, thong tin Fiso
accuracy	accuracy   danh tu su dung dan, su chinh xac; do chinh xac accuracy of fire  su ban chinh xac high accuracy  do chinh xac cao accuracy of measurement  do chinh xac cua phep do accuracy (Tech) chinh xac (d); do chinh xac accuracy [su; do] chinh xac a. of a solution do chinh xac cua nghiem adequate a. do chinh xac [can thiet, doi hoi, thich hop] attainable a. do chinh xac trong, thong tin Fiso
accurate	accurate   tinh tu dung dan, chinh xac, xac dang an accurate watch  dong ho chinh xac an accurate remark  mot nhan xet xac dang accurate chinh xac a. to five decimalplaces chinh xac den nam so thap phan
accurately	accurately pho tu dung dan, chinh xac, xac dang
accurateness	accurateness   danh tu su dung dan, su chinh xac; do chinh xac accuracy of fire  su ban chinh xac high accuracy  do chinh xac cao accuracy of measurement  do chinh xac cua phep do
accursal	accursal   danh tu su ket toi, su buoc toi; su bi ket toi to bring an accusation against  ket toi, buoc toi to be under an accusation of  bi ket toi ve, bi buoc toi ve su to cao cao trang
accursed	accursed   tinh tu dang nguyen rua, dang ghet, ghe tom xau so, phan rui, phan ham hiu phien toai, kho chiu
accursedly	accursedly xem accursed
accursedness	accursedness xem accursed
accurst	accurst   tinh tu dang nguyen rua, dang ghet, ghe tom xau so, phan rui, phan ham hiu phien toai, kho chiu
accusal	accusal su ket toi, su buoc toi; su bi ket toi su to cao cao trang
accusals	accusal su ket toi, su buoc toi; su bi ket toi su to cao cao trang
accusation	accusation   danh tu su ket toi, su buoc toi; su bi ket toi to bring an accusation against  ket toi, buoc toi to be under an accusation of  bi ket toi ve, bi buoc toi ve su to cao cao trang
accusations	accusation   danh tu su ket toi, su buoc toi; su bi ket toi to bring an accusation against  ket toi, buoc toi to be under an accusation of  bi ket toi ve, bi buoc toi ve su to cao cao trang
accusative	accusative   tinh tu (ngon ngu hoc) (thuoc) doi cach  danh tu (ngon ngu hoc) doi cach
accusatively	accusatively xem accusative
accusatives	accusative   tinh tu (ngon ngu hoc) (thuoc) doi cach  danh tu (ngon ngu hoc) doi cach
accusatorial	accusatorial   tinh tu buoc toi, ket toi; to cao
accusatorially	accusatorially xem accusatorial
accusatory	accusatory   tinh tu buoc toi, ket toi; to cao
accusatrix	accuser   danh tu uy vien cong to, nguoi buoc toi nguyen cao
accusatrixes	accuser   danh tu uy vien cong to, nguoi buoc toi nguyen cao
accuse	accuse   ngoai dong tu buoc toi, ket toi; to cao the accused  nguoi bi ket toi, nguoi bi buoc toi; bi cao
accused	accused danh tu bi caoaccuse   ngoai dong tu buoc toi, ket toi; to cao the accused  nguoi bi ket toi, nguoi bi buoc toi; bi cao
accuser	accuser   danh tu uy vien cong to, nguoi buoc toi nguyen cao
accusers	accuser   danh tu uy vien cong to, nguoi buoc toi nguyen cao
accuses	accuse   ngoai dong tu buoc toi, ket toi; to cao the accused  nguoi bi ket toi, nguoi bi buoc toi; bi cao
accusing	accuse   ngoai dong tu buoc toi, ket toi; to cao the accused  nguoi bi ket toi, nguoi bi buoc toi; bi cao
accusingly	accusingly pho tu voi ve cao buoc, voi ve to cao
accustom	accustom   ngoai dong tu lam cho quen, tap cho quen to accustom oneself to something  lam cho quen voi viec gi
accustomed	accustomed   ngoai dong tu lam cho quen, tap cho quen to accustom oneself to something  lam cho quen voi viec gi
accustoming	accustom   ngoai dong tu lam cho quen, tap cho quen to accustom oneself to something  lam cho quen voi viec gi
accustoms	accustom   ngoai dong tu lam cho quen, tap cho quen to accustom oneself to something  lam cho quen voi viec gi
ace	ace   danh tu (danh bai) quan at, quan xi; diem 1 (tren quan bai hay con suc sac) duece ace  mot con "hai" va mot con "mot" (danh suc sac) phi cong xuat sac (ha duoc tren muoi may bay dich); van dong vien xuat sac; nguoi gioi nhat (ve cai gi...); nha vo dich (the duc,the thao) cu giao bong thang diem; diem thang giao bong (quan vot) chut xiu to be within an ace of death  suyt nua thi chet!ace in the hole (tu My,nghia My),  (thong tuc) quan bai chu cao nhat danh cho luc can den (den &amp; bong) nguoi ban co the dua khi gap kho khan!the ace of aces phi cong uu tu nhat nguoi xuat sac nhat trong nhung nguoi xuat sac!the ace of trumps quan bai chu cao nhat!to have an ace up one's sleeve giu kin quan bai chu cao nhat danh cho luc can!to trump somebody's ace cat quan at cua ai bang bai chu gat duoc mot don ac hiem cua ai ace (ly thuyet tro choi) diem mot, mat nhat (suc sac), quan at (bai)
acellular	acellular tinh tu khong co te bao; khong chia thanh te bao
acentral	acentral khong trung tam
acentric	acentric tinh tu khong co tam, khong co doan trung tam
acephalous	acephalous   tinh tu khong co dau khong co tuong, khong co nguoi cam dau; khong chiu nhan ai la nguoi cam dau (thong tuc) cut dau, bi chat ngon thieu am dau (cau tho)
acerate	acerate tinh tu co dang kim; co dau nhon
acerbate	acerbate   ngoai dong tu lam tang, lam tram trong (benh, su tuc gian, su dau don) lam buc tuc, lam cau tiet, lam tuc gian
acerbic	acerbic tinh tu chua chat, gay gat
acerbically	acerbically xem acerbic
acerbities	acerbity   danh tu vi chat, vi chua chat tinh chua chat, tinh gay gat (giong noi...)
acerbity	acerbity   danh tu vi chat, vi chua chat tinh chua chat, tinh gay gat (giong noi...)
acerose	acerose   tinh tu (thuc vat hoc) hinh kim (la thong, la tung...)
acerous	acerous   tinh tu (thuc vat hoc) hinh kim (la thong, la tung...)
acervate	acervate   tinh tu (thuc vat hoc) moc thanh chum
acervuline	acervuline tinh tu chen chuc, day dac; thanh cum, thanh chum
aces	ace   danh tu (danh bai) quan at, quan xi; diem 1 (tren quan bai hay con suc sac) duece ace  mot con "hai" va mot con "mot" (danh suc sac) phi cong xuat sac (ha duoc tren muoi may bay dich); van dong vien xuat sac; nguoi gioi nhat (ve cai gi...); nha vo dich (the duc,the thao) cu giao bong thang diem; diem thang giao bong (quan vot) chut xiu to be within an ace of death  suyt nua thi chet!ace in the hole (tu My,nghia My),  (thong tuc) quan bai chu cao nhat danh cho luc can den (den &amp; bong) nguoi ban co the dua khi gap kho khan!the ace of aces phi cong uu tu nhat nguoi xuat sac nhat trong nhung nguoi xuat sac!the ace of trumps quan bai chu cao nhat!to have an ace up one's sleeve giu kin quan bai chu cao nhat danh cho luc can!to trump somebody's ace cat quan at cua ai bang bai chu gat duoc mot don ac hiem cua ai ace (ly thuyet tro choi) diem mot, mat nhat (suc sac), quan at (bai)
acescent	acescent   tinh tu hoa chua; chua
acetabula	acetabulum danh tu o coi; dia nhau
acetabuliform	acetabuliform tinh tu dang coi; dang chen
acetabulum	acetabulum danh tu o coi; dia nhau
acetabulums	acetabulum danh tu o coi; dia nhau
acetate	acetate   danh tu (hoa hoc) Axetat
acetate film	acetate film (Tech) phim axetat
acetates	acetate   danh tu (hoa hoc) Axetat
acetic	acetic   tinh tu (hoa hoc) axetic; (thuoc) giam acetic acid  axit axetic acetic fermentation  su len men giam
acetic acid	acetic acid (hoa) axit axetic
acetification	acetification   danh tu su hoa giam; su lam thanh giam
acetified	acetify   ngoai dong tu lam thanh giam  noi dong tu hoa chua; hoa thanh giam
acetifier	acetifier xem acetify
acetifies	acetify   ngoai dong tu lam thanh giam  noi dong tu hoa chua; hoa thanh giam
acetify	acetify   ngoai dong tu lam thanh giam  noi dong tu hoa chua; hoa thanh giam
acetifying	acetify   ngoai dong tu lam thanh giam  noi dong tu hoa chua; hoa thanh giam
acetone	acetone   danh tu axeton
acetonic	acetonic xem acetone
acetous	acetous   tinh tu chua, co vi giam
acetylen	acetylen danh tu (hoa) axetilen
acetylene	acetylene   danh tu (hoa hoc) Axetylen
acetylenic	acetylenic xem acetylene
ache	ache   danh tu su dau, su nhuc  noi dong tu dau, nhuc, nhuc nhoi my head aches  toi nhuc dau (nghia bong) dau don my head aches at the sight of such misfortunes  long toi dau don truoc nhung canh ngo rui ro ay
ached	ache   danh tu su dau, su nhuc  noi dong tu dau, nhuc, nhuc nhoi my head aches  toi nhuc dau (nghia bong) dau don my head aches at the sight of such misfortunes  long toi dau don truoc nhung canh ngo rui ro ay
acheless	acheless tinh tu khong dau don, khong dau xot
achene	achene   danh tu (thuc vat hoc) qua be
achenes	achene   danh tu (thuc vat hoc) qua be
achenial	achenial xem achene
aches	ache   danh tu su dau, su nhuc  noi dong tu dau, nhuc, nhuc nhoi my head aches  toi nhuc dau (nghia bong) dau don my head aches at the sight of such misfortunes  long toi dau don truoc nhung canh ngo rui ro ay
achiasmatic	achiasmatic tinh tu khong vat treo
achier	achy tinh tu bi dau nhuc
achiest	achy tinh tu bi dau nhuc
achievable	achievable   tinh tu co the dat duoc, co the thuc hien duoc an achievable task  nhiem vu co the thuc hien duoc achievable results  ket qua co the dat duoc
achieve	achieve   ngoai dong tu dat duoc, gianh duoc to achieve one's purpose (aim)  dat muc dich to achieve good results  dat duoc nhung ket qua tot to achieve national independence  gianh doc lap dan toc to achieve great victories  gianh duoc nhung chien thang lon hoan thanh, thuc hien to achieve a great work  hoan thanh mot cong trinh lon to achieve one's task  hoan thanh nhiem vu
achieved	achieve   ngoai dong tu dat duoc, gianh duoc to achieve one's purpose (aim)  dat muc dich to achieve good results  dat duoc nhung ket qua tot to achieve national independence  gianh doc lap dan toc to achieve great victories  gianh duoc nhung chien thang lon hoan thanh, thuc hien to achieve a great work  hoan thanh mot cong trinh lon to achieve one's task  hoan thanh nhiem vu
achievement	achievement   danh tu thanh tich, thanh tuu to record great achievements  dat duoc nhung thanh tich lon a scientific achievement  mot thanh tuu khoa hoc su dat duoc, su gianh duoc; su hoan thanh the achievement of independence  su gianh duoc doc lap huy hieu, huy chuong (de ghi nho mot thanh tich ve vang)
achievements	achievement   danh tu thanh tich, thanh tuu to record great achievements  dat duoc nhung thanh tich lon a scientific achievement  mot thanh tuu khoa hoc su dat duoc, su gianh duoc; su hoan thanh the achievement of independence  su gianh duoc doc lap huy hieu, huy chuong (de ghi nho mot thanh tich ve vang)
achiever	achiever xem achieve
achievers	achiever xem achieve
achieves	achieve   ngoai dong tu dat duoc, gianh duoc to achieve one's purpose (aim)  dat muc dich to achieve good results  dat duoc nhung ket qua tot to achieve national independence  gianh doc lap dan toc to achieve great victories  gianh duoc nhung chien thang lon hoan thanh, thuc hien to achieve a great work  hoan thanh mot cong trinh lon to achieve one's task  hoan thanh nhiem vu
achieving	achieve   ngoai dong tu dat duoc, gianh duoc to achieve one's purpose (aim)  dat muc dich to achieve good results  dat duoc nhung ket qua tot to achieve national independence  gianh doc lap dan toc to achieve great victories  gianh duoc nhung chien thang lon hoan thanh, thuc hien to achieve a great work  hoan thanh mot cong trinh lon to achieve one's task  hoan thanh nhiem vu
Achieving Society, the.	Achieving Society, the. (Econ) Xa hoi thanh dat.  Day la tieu de cua mot cuon sach do giao su David C. Mc. Clelland cua truong dai hoc Harvard (Princeton, NJ, 1962) xuat ban, trong do ong dinh nghia khai niem dong co thanh dat de do y nghi tuong tuong va muc do cua cac y tuong moi ma ong coi la nhan cach can thiet doi voi cac CHU DOANH NGHIEP va vi vay co y nghia doi voi SU PHAT TRIEN KINH TE.
achilles	achilles   danh tu A-sin (anh hung co Hy lap)
achilles heel	achilles heel danh tu diem yeu
achilles' tendon	achilles' tendon (giai) gan got
achiness	achiness xem achy
aching	aching   danh tu su dau, su nhuc  noi dong tu dau, nhuc, nhuc nhoi my head aches  toi nhuc dau (nghia bong) dau don my head aches at the sight of such misfortunes  long toi dau don truoc nhung canh ngo rui ro ay
achlamydeous	achlamydeous   tinh tu (thuc vat hoc) khong bao hoa, co hoa tran
achondroplasia	achondroplasia tinh tu tinh trang thieu phat trien sun (o nguoi)
achondroplastic	achondroplastic tinh tu khong tao sun
achromat	achromat (Tech) chat tieu sac
achromatic	achromatic   tinh tu (vat ly) tieu sac khong mau, khong sac achromatic (Tech) tieu sac; vo sac
achromatic color	achromatic color (Tech) mau vo sac, mau khong sac
achromatic lens	achromatic lens (Tech) thau kinh tieu sac
achromatically	achromatically xem achromatic
achromatism	achromatism   tinh tu (vat ly) tinh tieu sac tinh khong mau, tinh khong sac
achromatize	achromatize   ngoai dong tu (vat ly) lam tieu sac lam thanh khong mau, lam thanh khong sac
achromatous	achromatous   tinh tu khong mau, khong sac
achromous	achromous   ngoai dong tu (vat ly) lam tieu sac lam thanh khong mau, lam thanh khong sac
achy	achy tinh tu bi dau nhuc
acicula	acicula danh tu; so nhieu aciculae,  aciculas dang kim
aciculae	acicula danh tu; so nhieu aciculae,  aciculas dang kim
acicular	acicular   tinh tu hinh kim; ket tinh thanh hinh kim
acid	acid   danh tu (hoa hoc) Axit chat chua  tinh tu Axit acid radical  goc axit acid test  su thu bang axit (nghia bong) thu thach gay go chua chua cay, gay gat; gat gong acid looks  ve gay gat, ve gat gong
acid-proof	acid-proof   tinh tu chiu axit
acid rain	acid rain danh tu nuoc mua cay gat do hoa lan cac khi thai doc hai
acid-resisting	acid-resisting   tinh tu chiu axit
acid-soluble	acid-soluble tinh tu tan trong axit
acid test	acid test danh tu su thu nghiem gia tri, su thu thach
acidic	acidic   tinh tu co tinh chat axit
acidifiable	acidifiable xem acidify
acidification	acidification   danh tu (hoa hoc) su axit hoa
acidified	acidify   ngoai dong tu Axit hoa  noi dong tu thanh axit, hoa chua
acidifier	acidifier   danh tu (hoa hoc) chat axit hoa
acidifiers	acidifier   danh tu (hoa hoc) chat axit hoa
acidify	acidify   ngoai dong tu Axit hoa  noi dong tu thanh axit, hoa chua
acidimeter	acidimeter   danh tu cai do axit
acidimeters	acidimeter   danh tu cai do axit
acidimetric	acidimetric xem acidimeter
acidimetries	acidimetry xem acidimeter
acidimetry	acidimetry xem acidimeter
acidities	acidity   danh tu tinh axit; do axit vi chua
acidity	acidity   danh tu tinh axit; do axit vi chua
acidly	acidly   pho tu chua chat, gay gat
acidness	acidness xem acid
acidofuge	acidofuge tinh tu (sinh hoc) tranh axit
acidophilous	acidophilous tinh tu (sinh hoc) ua axit; ua chua; moc o dat chua
acidophily	acidophily danh tu (sinh hoc) tinh ua axit, tinh ua chua
acidophyte	acidophyte danh tu thuc vat ua dat chua
acidose	acidose   danh tu (y hoc) su nhiem axit
acidoses	acidosis danh tu su nhiem axit
acidosis	acidosis danh tu su nhiem axit
acidotrophic	acidotrophic tinh tu dinh duong axit, an chat chua
acidotropic	acidotropic tinh tu huong axit, huong chua
acids	acid   danh tu (hoa hoc) Axit chat chua  tinh tu Axit acid radical  goc axit acid test  su thu bang axit (nghia bong) thu thach gay go chua chua cay, gay gat; gat gong acid looks  ve gay gat, ve gat gong
acidulate	acidulate   ngoai dong tu lam cho hoi chua pha axit
acidulated	acidulated   ngoai dong tu lam cho hoi chua pha axit
acidulates	acidulate   ngoai dong tu lam cho hoi chua pha axit
acidulating	acidulate   ngoai dong tu lam cho hoi chua pha axit
acidulation	acidulation xem acidulate
acidulous	acidulous   tinh tu hoi chua co pha axit chua cay, gay gat (loi noi)
acierage	acierage danh tu (ky thuat) viec luyen thanh thep, viec ma thep
aciform	aciform   tinh tu hinh kim
acinaceous	acinaceous tinh tu co hach
acinose	acinose tinh tu nhieu hat
ack-ack	ack-ack   danh tu (tu long) sung cao su tieng sung cao xa su ban sung cao xa
ACK (Acknowledge <Positive>)	ACK (Acknowledge &lt;Positive&gt;) (Tech) khang dinh, bao nhan
ACK (acknowledgement)	ACK (acknowledgement) (Tech) khang dinh (tra loi), bao nhan
ack emma	ack emma   pho tu (thong tuc) (nhu) ante_meridiem  danh tu (thong tuc) (nhu) air-mechanic
ack-emma	ack-emma pho tu (thong tuc) buoi sang
acknowledge	acknowledge   ngoai dong tu nhan, thua nhan, cong nhan to acknowledge one's error  nhan la mac sai lam to be acknowledged as the best player in the team  duoc cong nhan la cau thu xuat sac nhat trong doi to acknowledge someone's nod  nhin thay va dap lai cai gat dau cua ai bao cho biet da nhan duoc to acknowledge a letter; to acknowledge receipt of a letter  bao la da nhan duoc thu den dap; to long biet on, cam ta to acknowledge someone's service  den dap lai su giup do cua ai to acknowledge someone's kindness  cam ta long tot cua ai
acknowledge (ACK)	acknowledge (ACK) (Tech) bao nhan, ghi nhan, bao xac dinh
acknowledge character	acknowledge character (Tech) ky tu bao nhan
acknowledge packet assembly and disassembly	acknowledge packet assembly and disassembly (Tech)  bao nhan lap va thao goi
acknowledge pulse	acknowledge pulse (Tech) xung bao nhan
acknowledge request	acknowledge request (Tech) yeu cau bao nhan
acknowledge state	acknowledge state (Tech) trang thai bao nhan
acknowledgeable	acknowledgeable xem acknowledge
acknowledged	acknowledge   ngoai dong tu nhan, thua nhan, cong nhan to acknowledge one's error  nhan la mac sai lam to be acknowledged as the best player in the team  duoc cong nhan la cau thu xuat sac nhat trong doi to acknowledge someone's nod  nhin thay va dap lai cai gat dau cua ai bao cho biet da nhan duoc to acknowledge a letter; to acknowledge receipt of a letter  bao la da nhan duoc thu den dap; to long biet on, cam ta to acknowledge someone's service  den dap lai su giup do cua ai to acknowledge someone's kindness  cam ta long tot cua ai
acknowledgement	acknowledgement   danh tu su nhan, su cong nhan, su thua nhan an acknowledgment of one's fault  su nhan loi a written acknowledgment of debt  giay nhan co vay no vat den dap, vat ta on; su den dap in acknowledgment of someone's help  de cam ta su giup do cua ai su bao cho biet da nhan duoc (thu...) to have no acknowledgment of one's letter  khong nhan duoc giay bao cho biet da nhan duoc thu
acknowledgement signal	acknowledgement signal (Tech) tin hieu bao nhan
acknowledgements	acknowledgement   danh tu su nhan, su cong nhan, su thua nhan an acknowledgment of one's fault  su nhan loi a written acknowledgment of debt  giay nhan co vay no vat den dap, vat ta on; su den dap in acknowledgment of someone's help  de cam ta su giup do cua ai su bao cho biet da nhan duoc (thu...) to have no acknowledgment of one's letter  khong nhan duoc giay bao cho biet da nhan duoc thu
acknowledges	acknowledge   ngoai dong tu nhan, thua nhan, cong nhan to acknowledge one's error  nhan la mac sai lam to be acknowledged as the best player in the team  duoc cong nhan la cau thu xuat sac nhat trong doi to acknowledge someone's nod  nhin thay va dap lai cai gat dau cua ai bao cho biet da nhan duoc to acknowledge a letter; to acknowledge receipt of a letter  bao la da nhan duoc thu den dap; to long biet on, cam ta to acknowledge someone's service  den dap lai su giup do cua ai to acknowledge someone's kindness  cam ta long tot cua ai
acknowledging	acknowledge   ngoai dong tu nhan, thua nhan, cong nhan to acknowledge one's error  nhan la mac sai lam to be acknowledged as the best player in the team  duoc cong nhan la cau thu xuat sac nhat trong doi to acknowledge someone's nod  nhin thay va dap lai cai gat dau cua ai bao cho biet da nhan duoc to acknowledge a letter; to acknowledge receipt of a letter  bao la da nhan duoc thu den dap; to long biet on, cam ta to acknowledge someone's service  den dap lai su giup do cua ai to acknowledge someone's kindness  cam ta long tot cua ai
acknowledgment	acknowledgment   danh tu su nhan, su cong nhan, su thua nhan an acknowledgment of one's fault  su nhan loi a written acknowledgment of debt  giay nhan co vay no vat den dap, vat ta on; su den dap in acknowledgment of someone's help  de cam ta su giup do cua ai su bao cho biet da nhan duoc (thu...) to have no acknowledgment of one's letter  khong nhan duoc giay bao cho biet da nhan duoc thu
acknowledgments	acknowledgment   danh tu su nhan, su cong nhan, su thua nhan an acknowledgment of one's fault  su nhan loi a written acknowledgment of debt  giay nhan co vay no vat den dap, vat ta on; su den dap in acknowledgment of someone's help  de cam ta su giup do cua ai su bao cho biet da nhan duoc (thu...) to have no acknowledgment of one's letter  khong nhan duoc giay bao cho biet da nhan duoc thu
acleidian	acleidian tinh tu (giai phau) khong xuong don
aclimate	aclimate tinh tu phi khi hau
aclinic	aclinic   tinh tu (vat ly) khong nghieng, vo khuynh aclinic line  duong vo khuynh
aclinic line   magnetic equator	aclinic line   magnetic equator (Tech) duong khong tu khuynh, duong tu xich dao
acme	acme   danh tu tot dinh, dinh cao nhat acme of perfection  dinh cao nhat cua su hoan my (y hoc) thoi ky nguy kich nhat (cua benh)
acne	acne danh tu mun trung ca
acned	acned xem acne
acnode	acnode (hinh hoc) diem co lap (cua duong cong)
acock	acock   pho tu doi lech (mu) to set one's hat acock  doi mu lech
acold	acold tinh tu lanh toat
acolyte	acolyte   danh tu (ton giao) thay tu cap duoi, thay dong, thay tang nguoi theo hau
acolytes	acolyte   danh tu (ton giao) thay tu cap duoi, thay dong, thay tang nguoi theo hau
aconite	aconite   danh tu (thuc vat hoc) cay phu tu
aconites	aconite   danh tu (thuc vat hoc) cay phu tu
acorn	acorn   danh tu (thuc vat hoc) qua dau
acorn-shaped	acorn-shaped tinh tu (thuc vat) dang qua dau
acorn tube	acorn tube (Tech) den hat de
acorns	acorn   danh tu (thuc vat hoc) qua dau
acotyledon	acotyledon   danh tu (thuc vat hoc) cay khong la mam
acotyledonous	acotyledonous   tinh tu (thuc vat hoc) khong la mam
acoumeter	acoumeter   danh tu cai do nghe
acoumeters	acoumeter   danh tu cai do nghe
acoustic	acoustic   tinh tu (thuoc) am thanh; (thuoc) am hoc (thuoc) thinh giac acoustic nerves  day than kinh thinh giac acoustic mine  min am thanh acoustic (Tech) thuoc ve (co tinh) am thanh; thuoc am hoc; thuoc truyen am; am chat
acoustic absorber	acoustic absorber (Tech) bo hap thu am thanh
acoustic absorption	acoustic absorption (Tech) hap thu am thanh
acoustic admittance	acoustic admittance (Tech) dan nap am thanh
acoustic baffle	acoustic baffle (Tech) van tro am thanh
acoustic capacitance	acoustic capacitance (Tech) am dung, am luong
